Code,Name,Industry,CFICode
2371,大同,電機機械,ESVUFR
2373,震旦行,其他電子業,ESVUFR
2374,佳能,光電業,ESVUFR
2375,凱美,電子零組件業,ESVUFR
2376,技嘉,電腦及週邊設備業,ESVUFR
2377,微星,電腦及週邊設備業,ESVUFR
2379,瑞昱,半導體業,ESVUFR
2380,虹光,電腦及週邊設備業,ESVUFR
2382,廣達,電腦及週邊設備業,ESVUFR
2383,台光電,電子零組件業,ESVUFR
2385,群光,電子零組件業,ESVUFR
2387,精元,電腦及週邊設備業,ESVUFR
2388,威盛,半導體業,ESVUFR
2390,云辰,其他電子業,ESVUFR
2392,正崴,電子零組件業,ESVUFR
2393,億光,光電業,ESVUFR
2395,研華,電腦及週邊設備業,ESVUFR
2397,友通,電腦及週邊設備業,ESVUFR
2399,映泰,電腦及週邊設備業,ESVUFR
2401,凌陽,半導體業,ESVUFR
2402,毅嘉,電子零組件業,ESVUFR
2404,漢唐,其他電子業,ESVUFR
2405,輔信,電腦及週邊設備業,ESVUFR
2406,國碩,光電業,ESVUFR
2408,南亞科,半導體業,ESVUFR
2409,友達,光電業,ESVUFR
2412,中華電,通信網路業,ESVUFR
2413,環科,電子零組件業,ESVUFR
2414,精技,電子通路業,ESVUFR
2415,錩新,電子零組件業,ESVUFR
2417,圓剛,電腦及週邊設備業,ESVUFR
2419,仲琦,通信網路業,ESVUFR
2420,新巨,電子零組件業,ESVUFR
2421,建準,電子零組件業,ESVUFR
2423,固緯,其他電子業,ESVUFR
2424,隴華,通信網路業,ESVUFR
2425,承啟,電腦及週邊設備業,ESVUFR
2426,鼎元,光電業,ESVUFR
2427,三商電,資訊服務業,ESVUFR
2428,興勤,電子零組件業,ESVUFR
2429,銘旺科,光電業,ESVUFR
2430,燦坤,電子通路業,ESVUFR
2431,聯昌,電子零組件業,ESVUFR
2433,互盛電,其他電子業,ESVUFR
2434,統懋,半導體業,ESVUFR
2436,偉詮電,半導體業,ESVUFR
2438,翔耀,光電業,ESVUFR
2439,美律,通信網路業,ESVUFR
2440,太空梭,電子零組件業,ESVUFR
2441,超豐,半導體業,ESVUFR
2442,新美齊,建材營造業,ESVUFR
2444,兆勁,通信網路業,ESVUFR
2449,京元電子,半導體業,ESVUFR
2450,神腦,通信網路業,ESVUFR
2451,創見,半導體業,ESVUFR
2453,凌群,資訊服務業,ESVUFR
2454,聯發科,半導體業,ESVUFR
2455,全新,通信網路業,ESVUFR
2457,飛宏,電子零組件業,ESVUFR
2458,義隆,半導體業,ESVUFR
2459,敦吉,其他電子業,ESVUFR
2460,建通,電子零組件業,ESVUFR
2461,光群雷,其他電子業,ESVUFR
2462,良得電,電子零組件業,ESVUFR
2464,盟立,其他電子業,ESVUFR
2465,麗臺,電腦及週邊設備業,ESVUFR
2466,冠西電,光電業,ESVUFR
2467,志聖,電子零組件業,ESVUFR
2468,華經,資訊服務業,ESVUFR
2471,資通,資訊服務業,ESVUFR
2472,立隆電,電子零組件業,ESVUFR
2474,可成,其他電子業,ESVUFR
2476,鉅祥,電子零組件業,ESVUFR
2477,美隆電,其他電子業,ESVUFR
2478,大毅,電子零組件業,ESVUFR
2480,敦陽科,資訊服務業,ESVUFR
2481,強茂,半導體業,ESVUFR
2482,連宇,其他電子業,ESVUFR
2483,百容,電子零組件業,ESVUFR
2484,希華,電子零組件業,ESVUFR
2485,兆赫,通信網路業,ESVUFR
2486,一詮,光電業,ESVUFR
2488,漢平,其他電子業,ESVUFR
2489,瑞軒,光電業,ESVUFR
2491,吉祥全,光電業,ESVUFR
2492,華新科,電子零組件業,ESVUFR
2493,揚博,電子零組件業,ESVUFR
2495,普安,電腦及週邊設備業,ESVUFR
2496,卓越,其他業,ESVUFR
2497,怡利電,汽車工業,ESVUFR
2498,宏達電,通信網路業,ESVUFR
2501,國建,建材營造業,ESVUFR
2504,國產,建材營造業,ESVUFR
2505,國揚,建材營造業,ESVUFR
2506,太設,建材營造業,ESVUFR
2509,全坤建,建材營造業,ESVUFR
2511,太子,建材營造業,ESVUFR
2514,龍邦,其他業,ESVUFR
2515,中工,建材營造業,ESVUFR
2516,新建,建材營造業,ESVUFR
2520,冠德,建材營造業,ESVUFR
2524,京城,建材營造業,ESVUFR
2527,宏璟,建材營造業,ESVUFR
2528,皇普,建材營造業,ESVUFR
2530,華建,建材營造業,ESVUFR
2534,宏盛,建材營造業,ESVUFR
2535,達欣工,建材營造業,ESVUFR
2536,宏普,建材營造業,ESVUFR
2537,聯上發,建材營造業,ESVUFR
2538,基泰,建材營造業,ESVUFR
2539,櫻花建,建材營造業,ESVUFR
2540,愛山林,建材營造業,ESVUFR
2542,興富發,建材營造業,ESVUFR
2543,皇昌,建材營造業,ESVUFR
2545,皇翔,建材營造業,ESVUFR
2546,根基,建材營造業,ESVUFR
2547,日勝生,建材營造業,ESVUFR
2548,華固,建材營造業,ESVUFR
2597,潤弘,建材營造業,ESVUFR
2601,益航,貿易百貨業,ESVUFR
2603,長榮,航運業,ESVUFR
2605,新興,航運業,ESVUFR
2606,裕民,航運業,ESVUFR
2607,榮運,航運業,ESVUFR
2608,嘉里大榮,航運業,ESVUFR
2609,陽明,航運業,ESVUFR
2610,華航,航運業,ESVUFR
2611,志信,航運業,ESVUFR
2612,中航,航運業,ESVUFR
2613,中櫃,航運業,ESVUFR
2614,東森,其他業,ESVUFR
2615,萬海,航運業,ESVUFR
2616,山隆,油電燃氣業,ESVUFR
2617,台航,航運業,ESVUFR
2618,長榮航,航運業,ESVUFR
2630,亞航,航運業,ESVUFR
2633,台灣高鐵,航運業,ESVUFR
2634,漢翔,航運業,ESVUFR
2636,台驊控股,航運業,ESVUFR
2637,慧洋-KY,航運業,ESVUFR
2642,宅配通,航運業,ESVUFR
2645,長榮航太,航運業,ESVUFR
2646,星宇航空,航運業,ESVUFR
2701,萬企,觀光餐旅,ESVUFR
2702,華園,觀光餐旅,ESVUFR
2704,國賓,觀光餐旅,ESVUFR
2705,六福,觀光餐旅,ESVUFR
2706,第一店,觀光餐旅,ESVUFR
2707,晶華,觀光餐旅,ESVUFR
2712,遠雄來,觀光餐旅,ESVUFR
2722,夏都,觀光餐旅,ESVUFR
2723,美食-KY,觀光餐旅,ESVUFR
2727,王品,觀光餐旅,ESVUFR
2731,雄獅,觀光餐旅,ESVUFR
2739,寒舍,觀光餐旅,ESVUFR
2748,雲品,觀光餐旅,ESVUFR
2753,八方雲集,觀光餐旅,ESVUFR
2762,世界健身-KY,運動休閒,ESVUFR
2801,彰銀,金融保險業,ESVUFR
2809,京城銀,金融保險業,ESVUFR
2812,台中銀,金融保險業,ESVUFR
2816,旺旺保,金融保險業,ESVUFR
2820,華票,金融保險業,ESVUFR
2832,台產,金融保險業,ESVUFR
2834,臺企銀,金融保險業,ESVUFR
2836,高雄銀,金融保險業,ESVUFR
2836A,高雄銀甲特,金融保險業,EPNRAR
2838,聯邦銀,金融保險業,ESVUFR
2838A,聯邦銀甲特,金融保險業,EPNRAR
2845,遠東銀,金融保險業,ESVUFR
2849,安泰銀,金融保險業,ESVUFR
2850,新產,金融保險業,ESVUFR
2851,中再保,金融保險業,ESVUFR
2852,第一保,金融保險業,ESVUFR
2855,統一證,金融保險業,ESVUFR
2867,三商壽,金融保險業,ESVUFR
2880,華南金,金融保險業,ESVUFR
2881,富邦金,金融保險業,ESVUFR
2881A,富邦特,金融保險業,EPNRAR
2881B,富邦金乙特,金融保險業,EPNRAR
2881C,富邦金丙特,金融保險業,EPNRAR
2882,國泰金,金融保險業,ESVUFR
2882A,國泰特,金融保險業,EPNRAR
2882B,國泰金乙特,金融保險業,EPNRAR
2883,凱基金,金融保險業,ESVUFR
2883B,凱基金乙特,金融保險業,EPRRAR
2884,玉山金,金融保險業,ESVUFR
2885,元大金,金融保險業,ESVUFR
2886,兆豐金,金融保險業,ESVUFR
2887,台新新光金,金融保險業,ESVUFR
2887E,台新新光戊特一,金融保險業,EPNRAR
2887F,台新新光戊特二,金融保險業,EPNRAR
2887G,台新新光庚特一,金融保險業,EPNRAR
2887H,台新新光庚特二,金融保險業,EPNRAR
2887I,台新新光辛特,金融保險業,EPNRCR
2887Z1,台新新光己特,金融保險業,EPNCAR
2889,國票金,金融保險業,ESVUFR
2890,永豐金,金融保險業,ESVUFR
2891,中信金,金融保險業,ESVUFR
2891B,中信金乙特,金融保險業,EPNRAR
2891C,中信金丙特,金融保險業,EPNRAR
2892,第一金,金融保險業,ESVUFR
2897,王道銀行,金融保險業,ESVUFR
2897B,王道銀乙特,金融保險業,EFNRAR
2901,欣欣,貿易百貨業,ESVUFR
2903,遠百,貿易百貨業,ESVUFR
2904,匯僑,其他業,ESVUFR
2905,三商,貿易百貨業,ESVUFR
2906,高林,貿易百貨業,ESVUFR
2908,特力,貿易百貨業,ESVUFR
2910,統領,貿易百貨業,ESVUFR
2911,麗嬰房,貿易百貨業,ESVUFR
2912,統一超,貿易百貨業,ESVUFR
2913,農林,貿易百貨業,ESVUFR
2915,潤泰全,貿易百貨業,ESVUFR
2923,鼎固-KY,建材營造業,ESVUFR
2929,淘帝-KY,貿易百貨業,ESVUFR
2939,永邑-KY,貿易百貨業,ESVUFR
2945,三商家購,貿易百貨業,ESVUFR
3002,歐格,電腦及週邊設備業,ESVUFR
3003,健和興,電子零組件業,ESVUFR
3004,豐達科,鋼鐵工業,ESVUFR
3005,神基,電腦及週邊設備業,ESVUFR
3006,晶豪科,半導體業,ESVUFR
3008,大立光,光電業,ESVUFR
3010,華立,電子通路業,ESVUFR
3011,今皓,電子零組件業,ESVUFR
3013,晟銘電,電腦及週邊設備業,ESVUFR
3014,聯陽,半導體業,ESVUFR
3015,全漢,電子零組件業,ESVUFR
3016,嘉晶,半導體業,ESVUFR
3017,奇鋐,電腦及週邊設備業,ESVUFR
3018,隆銘綠能,其他電子業,ESVUFR
3019,亞光,光電業,ESVUFR
3021,鴻名,電子零組件業,ESVUFR
3022,威強電,電腦及週邊設備業,ESVUFR
3023,信邦,電子零組件業,ESVUFR
3024,憶聲,光電業,ESVUFR
3025,星通,通信網路業,ESVUFR
3026,禾伸堂,電子零組件業,ESVUFR
3027,盛達,通信網路業,ESVUFR
3028,增你強,電子通路業,ESVUFR
3029,零壹,資訊服務業,ESVUFR
3030,德律,其他電子業,ESVUFR
3031,佰鴻,光電業,ESVUFR
3032,偉訓,電子零組件業,ESVUFR
3033,威健,電子通路業,ESVUFR
3034,聯詠,半導體業,ESVUFR
3035,智原,半導體業,ESVUFR
3036,文曄,電子通路業,ESVUFR
3036A,文曄甲特,,EPNRAR
3037,欣興,電子零組件業,ESVUFR
3038,全台,光電業,ESVUFR
3040,遠見,其他業,ESVUFR
3041,揚智,半導體業,ESVUFR
3042,晶技,電子零組件業,ESVUFR
3043,科風,其他電子業,ESVUFR
3044,健鼎,電子零組件業,ESVUFR
3045,台灣大,通信網路業,ESVUFR
3046,建��,電腦及週邊設備業,ESVUFR
3047,訊舟,通信網路業,ESVUFR
3048,益登,電子通路業,ESVUFR
3049,精金,光電業,ESVUFR
3050,鈺德,光電業,ESVUFR
3051,力特,光電業,ESVUFR
3052,夆典,建材營造業,ESVUFR
3054,立萬利,食品工業,ESVUFR
3055,蔚華科,電子通路業,ESVUFR
3056,富華新,建材營造業,ESVUFR
3057,喬鼎,電腦及週邊設備業,ESVUFR
3058,立德,電子零組件業,ESVUFR
3059,華晶科,光電業,ESVUFR
3060,銘異,電腦及週邊設備業,ESVUFR
3062,建漢,通信網路業,ESVUFR
3090,日電貿,電子零組件業,ESVUFR
3092,鴻碩,電子零組件業,ESVUFR
3094,聯傑,半導體業,ESVUFR
3130,一零四,數位雲端,ESVUFR
3135,凌航,半導體業,ESVUFR
3138,耀登,通信網路業,ESVUFR
3149,正達,光電業,ESVUFR
3164,景岳,生技醫療業,ESVUFR
3167,大量,電機機械,ESVUFR
3168,眾福科,光電業,ESVUFR
3189,景碩,半導體業,ESVUFR
3209,全科,電子通路業,ESVUFR
3229,晟鈦,電子零組件業,ESVUFR
3231,緯創,電腦及週邊設備業,ESVUFR
3257,虹冠電,半導體業,ESVUFR
3266,昇陽,建材營造業,ESVUFR
3296,勝德,電子零組件業,ESVUFR
3305,昇貿,其他電子業,ESVUFR
3308,聯德,電子零組件業,ESVUFR
3311,閎暉,通信網路業,ESVUFR
3312,弘憶股,電子通路業,ESVUFR
3321,同泰,電子零組件業,ESVUFR
3338,泰碩,電子零組件業,ESVUFR
3346,麗清,汽車工業,ESVUFR
3356,奇偶,光電業,ESVUFR
3376,新日興,電子零組件業,ESVUFR
3380,明泰,通信網路業,ESVUFR
3406,玉晶光,光電業,ESVUFR
3413,京鼎,半導體業,ESVUFR
3416,融程電,電腦及週邊設備業,ESVUFR
3419,譁裕,通信網路業,ESVUFR
3432,台端,電子零組件業,ESVUFR
3437,榮創,光電業,ESVUFR
3443,創意,半導體業,ESVUFR
3447,展達,通信網路業,ESVUFR
3450,聯鈞,半導體業,ESVUFR
3454,晶睿,光電業,ESVUFR
3481,群創,光電業,ESVUFR
3494,誠研,電腦及週邊設備業,ESVUFR
3501,維熹,電子零組件業,ESVUFR
3504,揚明光,光電業,ESVUFR
3515,華擎,電腦及週邊設備業,ESVUFR
3518,柏騰,其他電子業,ESVUFR
3528,安馳,電子通路業,ESVUFR
3530,晶相光,半導體業,ESVUFR
3532,台勝科,半導體業,ESVUFR
3533,嘉澤,電子零組件業,ESVUFR
3535,晶彩科,光電業,ESVUFR
3543,州巧,光電業,ESVUFR
3545,敦泰,半導體業,ESVUFR
3550,聯穎,電子零組件業,ESVUFR
3557,嘉威,居家生活,ESVUFR
3563,牧德,光電業,ESVUFR
3576,聯合再生,光電業,ESVUFR
3583,辛耘,半導體業,ESVUFR
3588,通嘉,半導體業,ESVUFR
3591,艾笛森,光電業,ESVUFR
3592,瑞鼎,半導體業,ESVUFR
3593,力銘,電子零組件業,ESVUFR
3596,智易,通信網路業,ESVUFR
3605,宏致,電子零組件業,ESVUFR
3607,谷崧,電子零組件業,ESVUFR
3617,碩天,其他電子業,ESVUFR
3622,洋華,光電業,ESVUFR
3645,達邁,電子零組件業,ESVUFR
3652,精聯,電腦及週邊設備業,ESVUFR
3653,健策,電子零組件業,ESVUFR
3661,世芯-KY,半導體業,ESVUFR
3665,貿聯-KY,其他電子業,ESVUFR
3669,圓展,通信網路業,ESVUFR
3673,TPK-KY,光電業,ESVTFR
3679,新至陞,電子零組件業,ESVUFR
3686,達能,半導體業,ESVUFR
3694,海華,通信網路業,ESVUFR
3701,大眾控,電腦及週邊設備業,ESVUFR
3702,大聯大,電子通路業,ESVUFR
3703,欣陸,建材營造業,ESVUFR
3704,合勤控,通信網路業,ESVUFR
3705,永信,生技醫療業,ESVUFR
3706,神達,電腦及週邊設備業,ESVUFR
3708,上緯投控,綠能環保,ESVUFR
3711,日月光投控,半導體業,ESVUFR
3712,永崴投控,電腦及週邊設備業,ESVUFR
3714,富采,光電業,ESVUFR
3715,定穎投控,電子零組件業,ESVUFR
